sepal_length,sepal_width,petal_length,petal_width,species
0.0014904900841062254,0.8787259918369735,-1.1228704957781275,-1.0671650517059004,0
-0.9375182629022931,0.016424784894149547,-0.9877399490082668,-1.2366844623399693,0
-1.7200255570576264,-0.19915051684155669,-1.1228704957781275,-1.0671650517059004,0
-0.624515345240161,0.6631506901012673,-0.9877399490082668,-1.0671650517059004,0
-0.7810168040712271,0.8787259918369735,-1.1228704957781275,-0.8976456410718315,0
-1.5635240982265604,-1.7081776289914994,-1.1228704957781275,-0.8976456410718315,0
-1.7200255570576264,0.23200008662985577,-1.1228704957781275,-1.0671650517059004,0
-0.7810168040712271,0.8787259918369735,-0.9201746756233364,-0.38908740916962475,0
-0.624515345240161,1.5254518970440911,-0.7174788554685457,-0.7281262304377625,0
-1.0940197217333607,-0.19915051684155669,-1.0553052223931971,-0.8976456410718315,0
-0.624515345240161,1.5254518970440911,-0.9201746756233364,-1.0671650517059004,0
-1.4070226393954943,0.23200008662985577,-1.0553052223931971,-1.0671650517059004,0
-0.3115124275780274,1.309876595308386,-0.9877399490082668,-1.0671650517059004,0
-0.7810168040712271,0.44757538836556104,-1.0553052223931971,-1.0671650517059004,0
2.349012372550106,0.23200008662985577,1.1743487993095028,0.9670678759029265,1
1.4100036195637067,0.23200008662985577,1.039218252539642,1.1365872865369955,1
2.19251091371904,0.016424784894149547,1.3094793460793634,1.1365872865369955,1
0.0014904900841062254,-1.7081776289914994,0.7013918856149907,0.7975484652688578,1
1.5665050783947727,-0.6303011203129691,1.1067835259245722,1.1365872865369955,1
0.3144934077462398,-0.6303011203129691,1.039218252539642,0.7975484652688578,1
1.253502160732639,0.44757538836556104,1.1743487993095028,1.3061066971710646,1
-0.9375182629022931,-1.4926023272557931,0.22843497192047843,0.288990233366651,1
1.723006537225839,-0.41472581857726293,1.1067835259245722,0.7975484652688578,1
-0.46801388640909347,-0.8458764220486744,0.6338266122300603,0.9670678759029265,1
-0.7810168040712271,-2.354903534198617,0.36356551869033915,0.288990233366651,1
0.6274963254083734,-0.19915051684155669,0.8365224323848514,1.1365872865369955,1
0.7839977842394396,-1.9237529307272045,0.7013918856149907,0.288990233366651,1
0.9404992430705056,-0.41472581857726293,1.1743487993095028,0.9670678759029265,1
0.15799194891517232,-0.41472581857726293,0.4311307920752695,0.7975484652688578,1
1.8795079960569063,0.016424784894149547,0.971652979154712,0.9670678759029265,1
0.15799194891517232,-0.19915051684155669,1.039218252539642,1.1365872865369955,1
0.47099486657730594,-0.8458764220486744,0.7689571589999207,0.288990233366651,1
1.097000701901573,-1.9237529307272045,1.039218252539642,1.1365872865369955,1
0.15799194891517232,-1.2770270255200868,0.6338266122300603,0.45850964400072003,1
0.6274963254083734,0.23200008662985577,1.2419140726944329,1.6451455184392023,1
0.9404992430705056,-0.6303011203129691,0.7013918856149907,0.7975484652688578,1
1.253502160732639,-1.2770270255200868,1.3094793460793634,1.1365872865369955,1
0.9404992430705056,-0.6303011203129691,1.1743487993095028,0.6280290546347888,1
1.4100036195637067,-0.41472581857726293,0.9040877057697814,0.7975484652688578,1
1.723006537225839,-0.19915051684155669,0.971652979154712,0.9670678759029265,1
2.0360094548879726,-0.6303011203129691,1.2419140726944329,0.9670678759029265,1
1.8795079960569063,-0.19915051684155669,1.3770446194642936,1.4756261078051334,1
0.7839977842394396,-0.41472581857726293,1.039218252539642,1.1365872865369955,1
0.3144934077462398,-1.0614517237843806,0.36356551869033915,0.288990233366651,1
0.0014904900841062254,-1.4926023272557931,0.5662613388451299,0.45850964400072003,1
0.0014904900841062254,-1.4926023272557931,0.49869606546019984,0.288990233366651,1
0.47099486657730594,-0.8458764220486744,0.6338266122300603,0.6280290546347888,1
0.7839977842394396,-0.8458764220486744,1.4446098928492237,1.3061066971710646,1
-0.15501096874695988,-0.19915051684155669,1.039218252539642,1.1365872865369955,1
0.7839977842394396,0.6631506901012673,1.039218252539642,1.3061066971710646,1
1.8795079960569063,0.016424784894149547,1.1743487993095028,1.1365872865369955,1
1.253502160732639,-1.7081776289914994,0.971652979154712,0.7975484652688578,1
0.15799194891517232,-0.19915051684155669,0.7689571589999207,0.7975484652688578,1
0.0014904900841062254,-1.2770270255200868,0.7013918856149907,0.7975484652688578,1
0.0014904900841062254,-1.0614517237843806,0.971652979154712,0.6280290546347888,1
0.9404992430705056,-0.19915051684155669,1.1067835259245722,0.9670678759029265,1
0.47099486657730594,-1.0614517237843806,0.7013918856149907,0.6280290546347888,1
-0.7810168040712271,-1.7081776289914994,0.22843497192047843,0.288990233366651,1
0.15799194891517232,-0.8458764220486744,0.8365224323848514,0.7975484652688578,1
0.3144934077462398,-0.19915051684155669,0.8365224323848514,0.6280290546347888,1
0.3144934077462398,-0.41472581857726293,0.8365224323848514,0.7975484652688578,1
1.097000701901573,-0.41472581857726293,0.9040877057697814,0.7975484652688578,1
-0.624515345240161,-1.2770270255200868,0.02573915176568764,0.45850964400072003,1
0.3144934077462398,-0.6303011203129691,0.7689571589999207,0.7975484652688578,1
0.9404992430705056,-0.41472581857726293,1.1743487993095028,0.9670678759029265,1
0.15799194891517232,-0.19915051684155669,0.7689571589999207,0.7975484652688578,1
1.5665050783947727,-0.19915051684155669,1.714870986388945,1.6451455184392023,2
1.097000701901573,0.6631506901012673,1.647305713004015,2.4927425716095466,2
0.6274963254083734,-0.19915051684155669,1.4446098928492237,1.6451455184392023,2
